last_work,next_work,weight
Indiana University,Indiana University,1
Indiana University,"University of California, Santa Barbara",1
University of Texas at Dallas,University of Illinois Chicago,1
University of Texas at Dallas,University of Central Florida,2
University of Texas at Dallas,University of Florida,2
University of Texas at Dallas,Stony Brook University,1
University of Texas at Dallas,University of Texas at Arlington,1
University of Texas at Dallas,University of Michigan,1
Portland Community College,Oregon Health & Science University,1
Waterford Institute of Technology,University of Nebraska–Lincoln,1
United States Air Force Academy,Air University (United States Air Force),1
United States Air Force Academy,University of Nebraska–Lincoln,1
United States Air Force Academy,University of Colorado Boulder,1
Air University (United States Air Force),University of Nebraska–Lincoln,2
Air University (United States Air Force),Kansas State University,1
Air University (United States Air Force),University of Rochester,1
Air University (United States Air Force),"University of Maryland, College Park",1
Brigham Young University,University of Michigan,1
Bowling Green State University,University of Nebraska–Lincoln,1
North South University,University of North Carolina at Charlotte,1
National University of Computer and Emerging Sciences,National University of Singapore,1
Xidian University,New York University,1
The College of New Jersey,Wright State University,1
The College of New Jersey,New Jersey Institute of Technology,1
Shahid Beheshti University,University of Central Florida,1
Kent State University,Ohio University,1
Youngstown State University,University of Nebraska–Lincoln,1
Saint Mary's University of Minnesota,Texas A&M University,1
Capitol Technology University,Nebraska Wesleyan University,1
Nebraska Wesleyan University,University of Nebraska–Lincoln,1
Anglo-American University,University of Nebraska–Lincoln,1
University of Nebraska system,University of Nebraska–Lincoln,1
Naval Postgraduate School,"University of California, Los Angeles",1
Southeast University,"University of California, San Diego",1
American InterContinental University,Stony Brook University,1
Indian Statistical Institute,University of Texas at San Antonio,1
University of Texas at San Antonio,University of Cincinnati,1
University of Texas at San Antonio,Carnegie Mellon University,1
University of Texas at San Antonio,École Polytechnique Fédérale de Lausanne,1
University of Cincinnati,Stony Brook University,1
Dowling College,Stony Brook University,1
FPT University,University of Oxford,1
Emory University,Emory University,1
Emory University,Stony Brook University,1
Emory University,Georgia Tech,1
Korea University,Stony Brook University,1
State University of New York at Oneonta,Mississippi State University,1
An-Najah National University,Islamic Azad University,1
Islamic Azad University,Park University,1
Islamic Azad University,Arizona State University,1
Missouri University of Science and Technology,University of Advancing Technology,1
Missouri University of Science and Technology,University of Central Florida,1
University of Wollongong,Arizona State University,1
Technical University of Kaiserslautern,Arizona State University,1
San Jose State University,Arizona State University,1
University of Louisiana at Lafayette,University of Miami,1
University of Louisiana at Lafayette,University of Arkansas at Little Rock,1
University of Miami,Arizona State University,1
Florida Institute of Technology,Florida International University,1
Florida Institute of Technology,Winthrop University,1
Czech Technical University in Prague,Monterrey Institute of Technology and Higher Education,1
Monterrey Institute of Technology and Higher Education,Purdue University,1
University of Tripoli,Portland State University,1
University of Haifa,University of Pittsburgh,1
Lamar University,Technische Universität Darmstadt,1
University of Kansas,University of Iowa,1
Belmont University,Harvard University,1
Aalborg University,Université libre de Bruxelles,1
Mid-Continent University,University of Central Florida,1
Petra University,Stanford University,1
University of Trento,École Polytechnique Fédérale de Lausanne,1
Universidad Ricardo Palma,University of Central Florida,1
Distance education,Virginia Tech,1
United States Military Academy,University of Central Florida,1
Waseda University,University of Central Florida,1
Waseda University,List of state and territorial universities in the United States,1
Winona State University,University of Minnesota,1
University of Bridgeport,Case Western Reserve University,1
"Kerala University of Digital Sciences, Innovation and Technology",Case Western Reserve University,1
Goddard College,University of Florida,1
Valdosta State University,North Carolina State University,1
Boğaziçi University,Pierre and Marie Curie University,1
Pierre and Marie Curie University,Technical University of Munich,1
San Diego State University,Rutgers University,1
University of San Diego,University of Pittsburgh,1
Leiden University,Michigan Technological University,1
Leiden University,Leiden University,1
Leiden University,"University of Maryland, College Park",1
Michigan Technological University,University of Pittsburgh,1
Michigan Technological University,Cornell University,1
Michigan Technological University,Northwest Missouri State University,1
Michigan Technological University,Oregon State University,1
Cairo University,University of Pittsburgh,1
Tafila Technical University,New Mexico Institute of Mining and Technology,1
New Mexico Institute of Mining and Technology,Auburn University,1
Hanover College,Moscow State University,1
Moscow State University,University of North Carolina at Charlotte,1
University of Northern Colorado,University of Northern Colorado,1
University of Northern Colorado,Colorado State University,1
Panjab University,Colorado State University,1
Brandeis University,Colorado State University,1
Brandeis University,Boston University,1
Pontifical Catholic University of Rio Grande do Sul,Colorado State University,1
IIT Kharagpur,University of Utah,1
University of Michigan–Dearborn,Colorado State University,2
University of South Dakota,Colorado State University,1
List of agricultural universities and colleges,Tunghai University,1
Tunghai University,Waseda University,1
Saint Martin's University,University of North Carolina at Chapel Hill,1
Bangladesh University,Bangladesh University of Engineering and Technology,1
Bangladesh University,University of North Carolina at Chapel Hill,1
Heriot-Watt University,University of North Carolina at Chapel Hill,1
Vennard College,Boston University,1
The American University in Cairo,Gulf University for Science and Technology,1
Gulf University for Science and Technology,Boston University,1
Reed College,Reed College,2
University of Dundee,University at Buffalo,1
Université catholique de Louvain,Denison University,1
Denison University,Boston University,1
Denison University,Clemson University,1
United Nations University,International university,1
A.T. Still University,Boston University,1
University of Bristol,Keio University,1
Keio University,University College London,1
Keio University,University of Connecticut,1
New Jersey City University,Montclair State University,1
Montclair State University,Montclair State University,1
Montclair State University,New York University,1
Université de Montréal,New York University,1
Wageningen University & Research,Rowan University,1
Rowan University,Widener University,1
École Polytechnique,Paris Diderot University,1
IIT Guwahati,Carnegie Mellon University,1
Columbia College Chicago,New York University,1
University of Alaska Fairbanks,University of Colorado Boulder,1
Harding University,National University of Singapore,1
Anschutz Medical Campus,University of Colorado Boulder,1
Nova Southeastern University,University of Colorado Boulder,1
University of Phoenix,Mount Washington College,1
Télécom Paris,University of Colorado Boulder,1
Regis University,University of Colorado Boulder,1
East Tennessee State University,University of Colorado Boulder,1
Jones International University,Jones International University,1
Jones International University,University of Colorado Boulder,1
Manhattan Christian College,Kansas State University,1
University of Nebraska at Kearney,University of Colorado Boulder,1
University of Kentucky,Utah State University,1
Utah State University,Northwestern University,1
Utah State University,Worcester Polytechnic Institute,1
Walden University,Stanford University,1
Davidson College,Lehigh University,1
Drexel University,Carnegie Mellon University,1
Drexel University,University of Pennsylvania,1
Drexel University,Duke University,1
Drexel University,Indiana State University,1
De La Salle University,Stevens Institute of Technology,1
Panamerican University,University of Delaware,1
TOBB University of Economics and Technology,Drexel University,1
Indiana State University,Salve Regina University,1
Kettering University,University of North Carolina at Charlotte,1
University of Cologne,Bielefeld University,1
Bielefeld University,Tufts University,1
Information Technology University,Worcester Polytechnic Institute,1
University of Arkansas,Clemson University,1
East Carolina University,Clemson University,1
Trinity College Dublin,Carnegie Mellon University,1
Santa Clara University,Dartmouth College,1
University of South Carolina Upstate,Clemson University,1
Oakton Community College,Clemson University,1
University of Hawaiʻi at Mānoa,University of Delaware,1
Al-Hussein Bin Talal University,Al-Hussein Bin Talal University,1
Al-Hussein Bin Talal University,Taif University,1
Taif University,University of Texas at Austin,1
Argosy University,University of Texas at Austin,1
Aarhus University,Full Sail University,1
Technical University of Denmark,Michigan State University,1
Charles University,University of Massachusetts Amherst,1
Keimyung University,University of Texas at Austin,1
Elizabeth City State University,Virginia Union University,1
Virginia Union University,Michigan State University,1
Memorial University of Newfoundland,Michigan State University,1
University of New Orleans,Purdue University,1
University of New Hampshire,University of Michigan,1
University of New Hampshire,Amherst College,1
Curry College,Emmanuel College (Massachusetts),1
Emmanuel College (Massachusetts),Wentworth Institute of Technology,1
Wentworth Institute of Technology,Worcester Polytechnic Institute,1
Sonoma State University,Worcester Polytechnic Institute,1
"St Anne's College, Oxford",Worcester Polytechnic Institute,1
Worcester State University,Worcester Polytechnic Institute,1
Eastern Michigan University,University of Notre Dame,1
Istanbul Commerce University,University of Notre Dame,1
New World University,"University of Maryland, College Park",1
University of Missouri–Kansas City,Shandong University,1
University of Copenhagen,"University of Maryland, College Park",1
University of Copenhagen,Dartmouth College,1
University of Mississippi,"University of Maryland, College Park",1
RWTH Aachen University,University of Washington,1
RWTH Aachen University,West Virginia University,1
Providence College,"University of Maryland, College Park",1
Texas Christian University,Texas Christian University,1
Texas Christian University,University of Minnesota,1
University of Puget Sound,University of Colorado Boulder,1
Graz University of Technology,University of Utah,1
University of Derby,University of Utah,1
Sabancı University,University of Utah,1
Linköping University,Linköping University,1
Linköping University,Chalmers University of Technology,1
University of Westminster,University of Westminster,1
Tatung University,Florida International University,1
University of Wisconsin–Platteville,Rutgers University,1
St. John's University (New York City),Rutgers University,1
Drew University,Rutgers University,1
University of Texas Permian Basin,University of the Virgin Islands,1
University of the Virgin Islands,University of Central Missouri,1
University of Central Missouri,University of Texas at Arlington,1
Qazvin University of Medical Sciences,University of Texas at Arlington,1
University of Mobile,University of Texas at Arlington,1
Trinity University (Texas),University of Texas at Arlington,1
University of Colorado Colorado Springs,University of Texas at Arlington,1
South Asian University,University of Texas at Arlington,1
Mount Holyoke College,University of Massachusetts Amherst,2
University of Houston–Clear Lake,University of Southern Mississippi,1
University of Southern Mississippi,University of Massachusetts Amherst,1
Fluminense Federal University,Umeå University,1
Umeå University,University of Massachusetts Amherst,1
Amherst College,Smith College,1
London South Bank University,Illinois State University,1
Istanbul Technical University,Texas Tech University,1
Abilene Christian University,Embry–Riddle Aeronautical University,1
Embry–Riddle Aeronautical University,University of Virginia,1
Miami University,Southern Methodist University,1
Vienna University of Economics and Business,Southern Methodist University,1
Southern Utah University,University of Minnesota,1
Morehead State University,Syracuse University,1
Kalinga Institute of Industrial Technology,University of Massachusetts Dartmouth,1
University of Massachusetts Dartmouth,"University of Maryland, College Park",1
Lebanese University,Pennsylvania State University,1
Monash University,North Carolina State University,1
La Trobe University,West Virginia University,1
Open University of Tanzania,North Carolina State University,1
Colgate University,North Carolina State University,1
University of Tulsa,Southern Methodist University,1
Beijing University of Posts and Telecommunications,Tsinghua University,1
University of Maryland School of Medicine,Georgia Tech,1
University of Naples Federico II,"University of California, San Diego",1
OGI School of Science and Engineering,Georgia Tech,1
Northwest Missouri State University,Western Illinois University,1
Western Illinois University,Washington University in St. Louis,1
Franklin Pierce University,University of Tehran,1
University of Tehran,Washington University in St. Louis,1
Igor Sikorsky Kyiv Polytechnic Institute,"University of California, Irvine",1
New College of Florida,Ohio State University,1
MD Anderson Cancer Center,University of New Mexico,1
MD Anderson Cancer Center,"University of California, Irvine",2
National Aviation University,"University of California, Irvine",1
California State University San Marcos,"University of California, Irvine",1
Illinois State University,"University of California, Irvine",1
Mayo Clinic Alix School of Medicine,"University of California, Irvine",1
Middlesex University,Samford University,1
Uniformed Services University of the Health Sciences,West Virginia University,1
American University of the Middle East,University of Idaho,1
University of Strathclyde,University of Minnesota,1
International University for Science and Technology,University of Illinois Chicago,1
Tilburg University,Worcester Polytechnic Institute,1
National University of Engineering,University of Washington,1
University of Missouri–St. Louis,Southern Illinois University,1
College of Saint Rose,Princeton University,1
Jiangnan University,University of New Mexico,1
Rose–Hulman Institute of Technology,Indiana University Bloomington,1
Fırat University,Syracuse University,1
Seoul National University,Syracuse University,1
Carleton University,Syracuse University,1
Binghamton University,Syracuse University,1
Grambling State University,Syracuse University,1
University of Glasgow,SRM Institute of Science and Technology,1
TU Wien,"University of California, Santa Barbara",1
Guangxi University,Oregon State University,1
University of Texas Health Science Center at Houston,University of Houston,2
