last_edu,next_edu,weight
Staples High School,University of Pennsylvania,1
Ridgewood High School (New Jersey),University of Pennsylvania,1
UCLA Anderson School of Management,Northwestern University Pritzker School of Law,1
Charles University,Czech Technical University in Prague,1
University of Edinburgh,University of Edinburgh,1
University of Edinburgh,University of Massachusetts Amherst,2
University of Edinburgh,University of Pennsylvania,1
University of Edinburgh,University College London,1
University of Edinburgh,Delft University of Technology,1
Stevens Institute of Technology,Stevens Institute of Technology,3
Stevens Institute of Technology,Syracuse University,1
Stevens Institute of Technology,New York University,1
Karlsruhe Institute of Technology,Rice University,1
Peter the Great St. Petersburg Polytechnic University,Stony Brook University,1
Junior college,"Birla Institute of Technology and Science, Pilani",1
Veermata Jijabai Technological Institute,Virginia Tech,1
Sonoma State University,University of Washington,1
Concordia University,Brown University,1
Utrecht University,Brandeis University,1
Brandeis University,Brandeis University,2
Brandeis University,University of Chicago,1
Washington State University,University of Arizona,1
Washington State University,Washington State University,2
"Indian Institute of Technology (Indian School of Mines), Dhanbad",Arizona State University,1
Olympic College,Washington State University,1
Missouri University of Science and Technology,Dartmouth College,1
Tianjin University,University of Queensland,1
University of Queensland,University of Technology Sydney,1
University of Queensland,Queensland University of Technology,1
University of Queensland,Iowa State University,1
University of the Witwatersrand,University of Edinburgh,2
University of the Witwatersrand,University of Oxford,1
Central China Normal University,Central China Normal University,1
Central China Normal University,Duke University,1
Colorado School of Mines,Stanford University,1
San Joaquin Delta College,"University of California, Berkeley",1
Hangzhou Foreign Languages School,University of Illinois Urbana-Champaign,1
Johnson C. Smith University,North Carolina State University,1
University of Toledo,University of Washington,1
University of Belgrade,University of Pennsylvania,1
Albany State University,Auburn University,1
Auburn University,Emory University,1
Auburn University,Auburn University,1
Auburn University,Virginia Tech,1
Harvard Medical School,Harvard University,2
MIT Sloan School of Management,Massachusetts Institute of Technology,1
University of Vienna,ETH Zurich,1
University of Tübingen,University of Texas at Austin,1
University of Zurich,"University of California, Berkeley",1
University of Regina,Massachusetts Institute of Technology,1
Emmaus High School,Carnegie Mellon University,1
St. George's University,Harvard University,1
University of Michigan College of Engineering,Massachusetts Institute of Technology,1
Lincoln-Sudbury Regional High School,Massachusetts Institute of Technology,1
Belmont High School (Massachusetts),Massachusetts Institute of Technology,1
Flinders University,Stanford University,1
University of Mainz,Yale University,1
Punjab Engineering College,University of Pennsylvania,1
Catholic University of Córdoba,University of Idaho,1
Konkuk University,Purdue University,1
University of North Carolina at Charlotte,University of North Carolina at Charlotte,2
University of North Carolina at Charlotte,North Carolina State University,1
London School of Economics,Princeton University,1
New York Academy of Art,School of Visual Arts,1
"University of Maryland, Baltimore County",Massachusetts Institute of Technology,1
"University of Maryland, Baltimore County","University of Maryland, Baltimore County",1
Choate Rosemary Hall,Dartmouth College,1
"National Institute of Technology, Warangal",Indian Institute of Science,2
United States Navy Strike Fighter Tactics Instructor program,Cornell University,1
Tennessee Technological University,Vanderbilt University,1
Budapest University of Technology and Economics,Vanderbilt University,2
Budapest University of Technology and Economics,Budapest University of Technology and Economics,1
Vanderbilt University,Vanderbilt University,4
Vanderbilt University,Auburn University,1
Vanderbilt University,Georgia Tech,1
Vanderbilt University,University of Massachusetts Amherst,1
Siena College,University of Pennsylvania,1
Nanyang Technological University,Alliance University,1
Nanyang Technological University,University of Illinois Urbana-Champaign,1
Nanyang Technological University,"University of California, San Diego",1
Alliance University,Nanyang Technological University,1
Florida A&M University,Georgia Tech,1
Moscow Institute of Physics and Technology,Cornell University,1
Moscow Institute of Physics and Technology,University of Ottawa,1
MIT World Peace University,Arizona State University,1
Government College of Engineering & Textile Technology Serampore,IIT Kharagpur,1
University of Alberta,University of Alberta,2
University of Alberta,McGill University,1
University of Alberta,Arizona State University,1
United States Naval Academy,"University of California, Irvine",1
Truman State University,University of Wisconsin–Madison,1
Shattuck-Saint Mary's,Carleton College,1
Carleton College,University of Virginia,1
Carleton College,"University of California, San Diego",1
Luther College (Iowa),University of Iowa,1
Trinity University (Texas),Texas A&M University,1
Trinity University (Texas),Harvard University,1
Birla High School,IIT Kharagpur,1
University of Moratuwa,Massachusetts Institute of Technology,1
National University of Computer and Emerging Sciences,University of Illinois Urbana-Champaign,1
Berklee College of Music,Massachusetts Institute of Technology,1
University of Louisville,University of Wisconsin–Madison,1
University of Louisville,University of Louisville,1
University of Sussex,Newcastle University,1
Newcastle University,Newcastle University,1
University of Minnesota,University of Illinois Urbana-Champaign,1
University of Minnesota,University of Minnesota,3
University of Minnesota,University of Utah,1
University of Minnesota,Stanford University,1
Fordham University,Hebrew University of Jerusalem,1
Fordham University,Syracuse University,1
University of Navarra,Stanford University,1
Aurora University,University of Illinois Chicago,1
University of Nottingham,University of Cambridge,1
University of Stuttgart,University of Edinburgh,1
University of Stuttgart,Georgia Tech,1
Xiamen University,University of Pittsburgh,1
Xiamen University,Peking University,1
University of Pittsburgh,"University of California, Los Angeles",1
University of Pittsburgh,Technical University of Košice,1
Humboldt University of Berlin,University of Pennsylvania,1
University of Calicut,IIT Madras,1
Banaras Hindu University,Indian Institute of Science,1
Banaras Hindu University,Yale University,1
RMIT University,Georgia Tech,1
Portland State University,Portland State University,3
Portland State University,University of Colorado Boulder,1
Chaparral High School (Arizona),Arizona State University,1
Horace H. Rackham School of Graduate Studies,Horace H. Rackham School of Graduate Studies,1
Haldia Institute of Technology,University of Illinois Urbana-Champaign,1
Grove City College,North Carolina State University,1
University of Houston,Massachusetts Institute of Technology,1
University of Houston,Lehigh University,1
Union University,University of Minnesota,1
Mississippi State University,Georgia Tech,1
Mississippi State University,University of Texas at Dallas,1
Mississippi State University,Mississippi State University,2
University of South Carolina,Cornell University,1
University of São Paulo,University of São Paulo,1
University of São Paulo,University of Washington,1
University of São Paulo,Stanford University,1
State University of New York at Plattsburgh,Tufts University,1
State University of New York at Plattsburgh,Baruch College,1
DePauw University,Washington University in St. Louis,1
DePauw University,University of Illinois Chicago,1
"University of California, Riverside","University of California, Irvine",1
Lawrence University,Stony Brook University,1
China Medical University,Drexel University,1
Cairo University,Columbia University,1
Cairo University,University of Minnesota,1
Cairo University,University of Southern California,1
Amirkabir University of Technology,University of Central Florida,1
Amirkabir University of Technology,Indiana University Bloomington,1
Reed College,Massachusetts Institute of Technology,1
Reed College,Boston University,1
American University,American University,1
American University,"University of Maryland, College Park",1
Miami University,Indiana University Bloomington,1
Miami University,University of Cincinnati,1
California Institute of the Arts,Massachusetts Institute of Technology,1
California Institute of the Arts,Bowling Green State University,1
Stanford Graduate School of Business,Stanford University School of Medicine,1
Bloomsburg University of Pennsylvania,West Virginia University,1
West Virginia University,West Virginia University,6
West Virginia University,Arizona State University,1
West Virginia University,University of Delaware,1
West Virginia University,Cornell University,1
"University of California, Santa Cruz",Rutgers University,1
"University of California, Santa Cruz",Harvard Medical School,1
"University of California, Santa Cruz",University of Colorado Boulder,1
École des ponts ParisTech,École Polytechnique Fédérale de Lausanne,1
Palo Alto High School,California Institute of Technology,1
Federal University of Minas Gerais,Federal University of Minas Gerais,2
Federal University of Minas Gerais,Imperial College London,1
Federal University of Minas Gerais,"University of California, Berkeley",1
Federal University of Minas Gerais,Pontifical Catholic University of Rio de Janeiro,1
University of Ottawa,Princeton University,1
University of New Mexico,Cornell University,1
University of New Mexico,University of New Mexico,2
University of New Mexico,Stanford University,1
University of New Mexico,University of North Carolina at Chapel Hill,1
Southern Methodist University,Brown University,1
Ohio Wesleyan University,Rice University,1
Ithaca College,Cornell University,1
Ithaca College,University of North Carolina at Charlotte,1
University of Sydney,ETH Zurich,1
King's College London,University College London,1
"Cardinal Newman High School (West Palm Beach, Florida)",Brown University,1
Baltimore Polytechnic Institute,Brown University,1
Pritzker School of Medicine,Albert Einstein College of Medicine,1
Albert Einstein College of Medicine,Brown University,1
University of Hanover,University of Edinburgh,1
University of Buenos Aires,Brown University,1
Ain Shams University,"University of California, San Diego",1
"College of Engineering, Guindy",University of Michigan,1
"Minnesota State University, Mankato",Bemidji State University,1
Bemidji State University,University of North Dakota,1
University of Tokyo,University of Tokyo,1
University of Tokyo,Princeton University,1
Jilin University,University of Science and Technology of China,1
Cranfield University,"University of California, Berkeley",1
West Springfield High School (Virginia),Princeton University,1
Lawrenceville School,Harvard University,1
Polytechnique Montréal,Massachusetts Institute of Technology,1
Polytechnique Montréal,Carleton University,1
Beijing University of Technology,Stevens Institute of Technology,1
Beijing University of Technology,University of the Chinese Academy of Sciences,1
Beijing University of Technology,Beijing University of Technology,2
Beijing University of Technology,Southern Methodist University,1
Beijing University of Technology,Arizona State University,1
West Virginia Wesleyan College,West Virginia University,1
Radboud University Nijmegen,University of Amsterdam,1
Saint Mary's College of California,University of Southern California,1
McMaster University,Rutgers University,1
Ball State University,DePaul University,1
Ball State University,Washington University in St. Louis,1
Maulana Abul Kalam Azad University of Technology,Stony Brook University,1
Maulana Abul Kalam Azad University of Technology,Kansas State University,1
Maulana Abul Kalam Azad University of Technology,University of Delaware,1
Marquette University,Marquette University,1
Marquette University,"University of California, Riverside",1
Marquette University,Oregon State University,1
Marquette University,Purdue University,1
Pontifical Catholic University of Rio de Janeiro,New York University,1
St. Olaf College,University of Wisconsin–Madison,1
University of Memphis,Massachusetts Institute of Technology,1
University of Memphis,Kent State University,1
Queensland University of Technology,University of Queensland,1
University of North Dakota,Air Force Institute of Technology,1
Air Force Institute of Technology,Ohio State University,1
St. Thomas' College of Engineering and Technology,University of Calcutta,1
University of Calcutta,University of Warwick,1
Community College of the Air Force,University of Nebraska–Lincoln,1
Monash University,University of Nebraska–Lincoln,1
Xidian University,New York University,1
The College of New Jersey,Wright State University,1
The College of New Jersey,The College of New Jersey,1
The College of New Jersey,New York University,1
The College of New Jersey,Nova Southeastern University,1
"University of California, Davis","University of California, Davis",1
"University of California, Davis",University of Utah,1
"University of California, Davis",Rice University,1
"University of California, Davis","University of California, San Diego",1
Cyprus College,Kent State University,1
Kent State University,Kent State University,1
Saint Mary's University of Minnesota,Texas A&M University,1
University of Minnesota Duluth,University of North Carolina at Chapel Hill,2
University of Minnesota Duluth,University of Minnesota,1
Southeast Community College,University of Nebraska–Lincoln,1
Abertay University,Kansas State University,1
Kansas State University,Kansas State University,4
Kansas State University,University of Virginia,1
Aalborg University,Aalborg University,2
University of Otago,Princeton University,1
Goucher College,Johns Hopkins University,1
University of Calgary,University of Calgary,1
University of Calgary,University of Toronto,1
LNM Institute of Information Technology,Stony Brook University,1
Korea University,Korea University,1
Korea University,Stony Brook University,1
"California State University, Chico",University of Wisconsin–Madison,1
"California State University, Chico",Louisiana State University Shreveport,1
University of Technology Sydney,University of Wollongong,1
University of Wollongong,University of Wollongong,1
University of Bonn,Technical University of Kaiserslautern,1
San Jose State University,Stanford University,1
University of Louisiana at Lafayette,University of Louisiana at Lafayette,2
Northwestern Polytechnical University,Tsinghua University,1
Bucknell University,Johns Hopkins University,1
Bucknell University,Florida State University,1
Bucknell University,Rutgers University,1
Bucknell University,Georgia Tech,1
University of Haifa,University of Haifa,1
University of Haifa,University of Illinois Urbana-Champaign,1
University of Mumbai,IIT Bombay,1
University of Mumbai,Syracuse University,1
University of Mumbai,Ohio State University,1
Denison University,University of Wisconsin–Madison,1
Denison University,Clemson University,1
Technische Universität Darmstadt,Technische Universität Darmstadt,2
Kwangwoon University,KAIST,1
University of Bari,University of Illinois Urbana-Champaign,1
Ohio University,Purdue University,1
Ohio University,East Carolina University,1
Ohio University,Indiana University Bloomington,1
American International University-Bangladesh,American International University-Bangladesh,1
American International University-Bangladesh,Aalborg University,1
Alexandria University,Alexandria University,2
Alexandria University,Pennsylvania State University,1
Alexandria University,Purdue University,2
Alexandria University,Cornell University,1
Renmin University of China,Tsinghua University,1
Universidad Ricardo Palma,University of Central Florida,1
Indonesia Open University,Nanyang Technological University,1
Baruch College,Broward College,1
Ege University,Rensselaer Polytechnic Institute,1
Ege University,Southern Illinois University,1
Winona State University,University of Minnesota,1
Babeș-Bolyai University,University of Memphis,1
University of Central Oklahoma,Oklahoma State University–Stillwater,1
Oklahoma State University–Stillwater,Texas A&M University,1
Oklahoma State University–Stillwater,Carlson School of Management,1
Drexel University,Carnegie Mellon University,1
Drexel University,Drexel University,4
Valdosta State University,Georgia Tech,1
Technical University of Cluj-Napoca,Cornell University,1
University of Valencia,University of Central Florida,1
University of Pavia,University of Pavia,2
"St. Stephen's College, Delhi",University of Massachusetts Amherst,1
Wayne State University,University of Michigan,2
Wayne State University,Purdue University,1
Hanover College,University of Notre Dame,1
University of Northern Colorado,University of Wyoming,1
Vellore Institute of Technology,Colorado State University,1
Pontifical Catholic University of Rio Grande do Sul,Pontifical Catholic University of Rio Grande do Sul,1
Pontifical Catholic University of Rio Grande do Sul,Federal University of Rio Grande do Sul,1
Lycée privé Sainte-Geneviève,AgroParisTech,1
AgroParisTech,Grenoble Alpes University,1
"IIEST, Shibpur",Jadavpur University,2
Bowdoin College,University of Pennsylvania,1
Bucharest Academy of Economic Studies,University of North Carolina at Chapel Hill,1
East Carolina University,East Carolina University,2
East Carolina University,North Carolina State University,1
East Carolina University,University of Florida,1
"National Institute of Technology, Raipur",North Carolina State University,1
Northern State University,Tulane University,1
Barry University,New York University,1
Clemson University,University of South Carolina,1
Clemson University,Virginia Tech,1
University of Extremadura,University of Extremadura,2
Hendrix College,University of Texas at Austin,1
Dickinson College,University of North Carolina at Chapel Hill,1
University of Lübeck,University of Kiel,1
The American University in Cairo,Boston University,1
University of Milano-Bicocca,University of Turin,1
University of Genoa,University of Genoa,3
University of Genoa,"University of California, Santa Barbara",1
University of Essex,University of Essex,1
Al-Baath University,Cardiff University,1
Cardiff University,Cardiff University,1
Western Michigan University,New York University,1
Télécom Paris,"University of California, Berkeley",1
ESIEE Paris,Pierre and Marie Curie University,1
University of Alaska Fairbanks,University of Alaska Fairbanks,1
University of Alaska Fairbanks,ETH Zurich,1
Haverford College,University of New Mexico,1
National Cheng Kung University,Harvard University,1
Park University,University of Tulsa,1
Park University,Texas Tech University,1
Texas A&M University,Texas A&M University,1
Texas A&M University,University of Virginia,1
Texas A&M University,Washington University in St. Louis,1
University of South Florida,University of Tampa,1
University of Tampa,Northcentral University,1
Lycoming College,University of Colorado Boulder,1
Bar-Ilan University,Bar-Ilan University,1
Bar-Ilan University,ETH Zurich,1
Brunswick School,Williams College,1
United States Military Academy,University of Alaska Anchorage,1
United States Military Academy,Columbia University,1
University of Alaska Anchorage,University of Rochester,1
Colgate University,Rensselaer Polytechnic Institute,1
Colgate University,University of Texas at Austin,1
Acadia University,University of Toronto,1
TOBB University of Economics and Technology,Drexel University,1
Delaware Valley University,Gwynedd Mercy University,1
Gwynedd Mercy University,Gwynedd Mercy University,1
George Mason University,University of Virginia,1
South Dakota State University,Massachusetts Institute of Technology,1
Eastern Michigan University,California Institute of the Arts,1
University of Mannheim,Trinity College Dublin,1
Trinity College Dublin,New York University,1
New York University Tandon School of Engineering,Georgia Tech,1
Middle Tennessee State University,University of North Carolina at Chapel Hill,1
Anna University,Nanyang Technological University,1
Anna University,University of Texas at Arlington,1
Kutztown University of Pennsylvania,University of Delaware,1
Wellesley College,University of Texas at Austin,1
Dalhousie University,University of Pennsylvania,1
Tuskegee University,Vanderbilt University,1
Ludwig Maximilian University of Munich,Karlsruhe Institute of Technology,1
University of New Orleans,University of New Orleans,1
University of New Orleans,Purdue University,1
University of Wisconsin–Green Bay,University of Wisconsin–Madison,1
Amherst College,Carnegie Mellon University,1
Iran University of Science and Technology,Sharif University of Technology,1
"Notre Dame Academy (Worcester, Massachusetts)",Providence College,1
Wartburg College,University of Wisconsin–Milwaukee,1
University of Wisconsin–Milwaukee,"University of Maryland, College Park",1
Point Loma Nazarene University,University of Utah,1
Sogang University,KAIST,1
École nationale de l'aviation civile,University of Iowa,1
University of Georgia,Anne Arundel Community College,1
Anne Arundel Community College,"University of Maryland, Baltimore County",1
Graz University of Technology,Graz University of Technology,1
Graz University of Technology,Harvard Medical School,1
Sapienza University of Rome,Purdue University,1
University of Bridgeport,Stony Brook University,1
École Supérieure de Chimie Physique Électronique de Lyon,Institut national des sciences appliquées de Lyon,1
Institut national des sciences appliquées de Lyon,École centrale de Lyon,1
Lund University,University of Gothenburg,1
Paris-Saclay University,Université Laval,1
New Jersey Institute of Technology,Florida International University,1
Visvesvaraya Technological University,Syracuse University,1
University of Novi Sad,University of Illinois Chicago,1
St. John's University (New York City),Rutgers University,1
Arcadia University,Montclair State University,1
Montclair State University,Pace University,1
"University of Engineering and Technology, Lahore",Syracuse University,1
University of Tabriz,Kharazmi University,1
Kharazmi University,University of Texas at Arlington,1
"Islamic Azad University, Najafabad Branch",Amirkabir University of Technology,1
"California State Polytechnic University, Pomona",Howard University,1
Athens University of Economics and Business,Brown University,1
Georgetown University Law Center,Harvard University,1
University of Florence,Technische Universität Darmstadt,1
SRM Institute of Science and Technology,University of Massachusetts Amherst,1
Fluminense Federal University,Umeå University,1
Trinity College (Connecticut),University of Massachusetts Amherst,1
University of Victoria,University of British Columbia,1
Holyoke Community College,University of Massachusetts Amherst,1
New Fairfield High School,University of Massachusetts Amherst,1
University of Copenhagen,IT University of Copenhagen,1
Lahore University of Management Sciences,Concord University,1
Concord University,University of Illinois Urbana-Champaign,1
Texas Tech University,Texas Tech University,1
Vienna University of Economics and Business,Vienna University of Economics and Business,1
Morehead State University,Syracuse University,1
Kettering University,North Carolina State University,1
Kalinga Institute of Industrial Technology,University of Canterbury,1
University of Canterbury,University of Massachusetts Dartmouth,1
Winthrop University,Winthrop University,1
Winthrop University,University of North Carolina at Charlotte,1
University of Detroit Mercy,Wayne State University,1
Yonsei University,North Carolina State University,1
University of Dar es Salaam,University of Dar es Salaam,1
University of Dar es Salaam,North Carolina State University,1
Lafayette College,North Carolina State University,1
National University of Sciences & Technology,Michigan State University,1
Christopher Newport University,Old Dominion University,1
New England School of Photography,Hunter College,1
Fuqua School of Business,University of Utah,1
Paris Nanterre University,Pierre and Marie Curie University,2
Pierre and Marie Curie University,California Institute of Technology,2
Igor Sikorsky Kyiv Polytechnic Institute,Igor Sikorsky Kyiv Polytechnic Institute,1
Igor Sikorsky Kyiv Polytechnic Institute,University of Utah,1
Thiagarajar College of Engineering,Indian Institute of Science,1
"National Institute of Technology, Rourkela","University of California, Irvine",1
University of Colorado Denver,University of Colorado Boulder,1
Erasmus University Rotterdam,University of Colorado Boulder,1
Shiraz University,Shiraz University,1
Shiraz University,Nanyang Technological University,1
Fairmont State University,Regent University,1
National Autonomous University of Mexico,"University of California, Santa Barbara",1
Shanghai University,Shanghai Jiao Tong University,1
Loyola University Chicago,IIT Madras,1
Shepherd University,West Virginia University,1
University of Puget Sound,University of Wisconsin–Madison,1
Angelo State University,University of Rochester,1
Southern Illinois University,Southern Illinois University,1
University of Redlands,University of San Diego,1
Fordson High School,Henry Ford College,1
Henry Ford College,Wayne State University,1
Elon University,University of Illinois Urbana-Champaign,1
Süleyman Demirel University,Syracuse University College of Engineering and Computer Science,1
Syracuse University College of Engineering and Computer Science,Syracuse University College of Engineering and Computer Science,1
Carleton University,Carleton University,1
University of Glasgow,Princeton University,1
Michigan Technological University,Oregon State University,1
